time,ax,ay,az
2019-11-21 14:9:46.3540,-0.18,-0.07,-0.44
2019-11-21 14:9:46.4540,0.33,-0.42,-0.45
2019-11-21 14:9:46.5540,0.12,0.3,-0.29
2019-11-21 14:9:46.6540,-1.08,0.92,0.6
2019-11-21 14:9:46.7540,-0.57,0.71,0.36
2019-11-21 14:9:46.8550,-1.48,-0.27,0.17
2019-11-21 14:9:46.9540,-0.46,-0.06,-0.11
2019-11-21 14:9:47.0540,-0.05,0.02,-0.08
2019-11-21 14:9:47.1550,0.02,-0.05,-0.07
2019-11-21 14:9:47.2550,0.45,0.38,-0.08
2019-11-21 14:9:47.3540,1.76,1.63,-0.08
2019-11-21 14:9:47.4550,-0.32,0.12,-0.64
2019-11-21 14:9:47.5550,0.49,-0.41,-0.38
2019-11-21 14:9:47.6550,0.03,0.21,-0.32
2019-11-21 14:9:47.7550,-0.96,1.02,0.36
2019-11-21 14:9:47.8550,0.01,0.76,1.32
2019-11-21 14:9:47.9550,-0.81,-0.01,0.56
2019-11-21 14:9:48.0550,-0.18,-0.1,-0.05
2019-11-21 14:9:48.1550,-0.04,0.13,-0.02
2019-11-21 14:9:48.2550,0.12,-0.09,-0.17
2019-11-21 14:9:48.3550,0.38,0.37,0.08
2019-11-21 14:9:48.4550,1.68,1.51,-0.23
2019-11-21 14:9:48.5550,-0.41,0.17,-0.29
2019-11-21 14:9:48.6550,0.47,-0.32,-0.43
2019-11-21 14:9:48.7550,0.04,0.25,-0.34
2019-11-21 14:9:48.8550,-1.03,1.09,0.14
2019-11-21 14:9:48.9550,-1.52,0.72,1.73
2019-11-21 14:9:49.0550,-1.4,-0.2,0.34
2019-11-21 14:9:49.1560,-0.33,-0.04,-0.11
2019-11-21 14:9:49.2560,0.04,0.08,-0.15
2019-11-21 14:9:49.3550,0.08,-0.02,-0.06
2019-11-21 14:9:49.4560,0.36,0.34,-0.14
2019-11-21 14:9:49.5550,1.35,1.41,-0.4
2019-11-21 14:9:49.6560,-0.51,0.17,-0.22
2019-11-21 14:9:49.7560,0.23,-0.35,-0.17
2019-11-21 14:9:49.8560,0.21,0.11,0.18
2019-11-21 14:9:49.9560,-0.73,1.34,0.38
2019-11-21 14:9:50.0560,-1.6,0.78,-0.04
